1.2, 8.95228e-11, 6.80606e-11 
1.4, 8.39189e-11, 6.73196e-11 
1.6, 8.25124e-11, 6.62206e-11 
1.8, 8.09126e-11, 6.76851e-11 
2, 8.16188e-11, 6.84305e-11 
2.2, 8.13644e-11, 6.90894e-11 
2.4, 7.80081e-11, 6.90797e-11 
2.6, 7.79767e-11, 6.98582e-11 
2.8, 7.48724e-11, 6.91335e-11 
3, 7.75252e-11, 7.14902e-11 
