1.2, 8.66666e-11, 6.63414e-11 
1.4, 8.53014e-11, 6.73917e-11 
1.6, 8.11999e-11, 6.68048e-11 
1.8, 7.77869e-11, 6.65122e-11 
2, 7.29781e-11, 6.5197e-11 
2.2, 7.50235e-11, 6.65267e-11 
2.4, 7.7037e-11, 6.81251e-11 
2.6, 7.39072e-11, 6.88534e-11 
2.8, 7.25372e-11, 6.85302e-11 
3, 7.45927e-11, 6.94613e-11 
